text;vote1;vote2;vote3;final_vote
On my way home! Almost time to hit the tracks in Disney Speedstorm! Vrooooom! Just going to have lunch then we're starting!;7;5;5;5
Daddy don't know mommy's getting hot / At the body shop / Doing something unholy.;0;6;0;0
I got my hair done Saturday and I'm ready for a new style already;0;8;8;8
There is nothing as tense as coming to see the doctor's wife's case.;0;5;0;0
It's 5am my time again. I'm high and you can see that I'm in pain.;5;4;4;4
The universe has reaffirmed that I'm doing just fine several times this week & I really just need to listen.;0;9;0;0
Ok, I need to watch love is blind apparently ;6;0;6;6
so much chaos in todays gose ep and i love it;0;5;0;0
gonna try and get a flipper today, I'll report back after the drop in 3 hours if i was successful or not;7;6;6;6
It's Monday, you know what that means. It's a new week to take on.;7;9;9;9
Does anyone want to come pass me a ball of yarn im stuck and can't get up;3;4;3;3
i'll just go and do my assignments bye;2;6;6;6
This last comp coming up an IM HIGHLY EXCITED cheer is ready be OVER;0;9;9;9
I'm craving birria tacos so bad;3;5;3;3
Good morning. I hope you are able to do or experience something that makes you happy, today.;5;7;0;-1
fuji getting me lit this morning.;0;6;6;6
I'm too tired but I need to keep going : );0;7;6;-1
i have time by myself, someone tell me to not go get a tattoo rn;0;5;5;5
pls let me raya happily with my line up;0;3;0;0
i went to sleep so early last night and now im up early i need to kms;0;4;0;0
so i may or may not be listening to enchanted on repeat cuz of leo hehe;0;4;4;4
anxiously waiting for the season 4 love is blind reunion episode that's going to be on netflix at 12PT, 3EST. Holding onto the edge of my seat...;7;6;6;6
mina is on something during the concert i knew it;0;5;0;0
Dwfl.. just wake and see my own ppl in my mentions a lunch me up;0;3;0;0
i forgot to take my acne med earlier and now my face is oily AF i won't be able to go back to the derm since we're broke;0;7;11;-1
tonight's gose is so chaotic i can't keep up with them;0;6;5;-1
i just wanna be aloneeeeeee;6;0;0;0
i'm not going to smash my work laptop to stop the fan from constantly running but i do want to very badly;6;7;6;6
I pray and hope Eid is on Friday;9;8;9;9
Somebody bless my Apple Pay ... lunch and a full tank on anybody but myself today lol;7;0;0;0
I wish this girl would email me back so I can get my things;7;4;4;4
Ughhh I need a retwist so bad and don't have time to schedule an appointment;5;11;11;11
Guys, today is a pretty busy day for me, I'll see u later. Miss me and take care of yourself please. Have a nice day !! ;6;7;6;6
i woke up v sad today. i think my period is coming soon. or maybe another depression episode. stay tuned to find out;0;7;9;-1
Suddenly when I arrived at the airport, I feel like I wanna hug my people. I wanna make sure they know I love them ;5;4;4;4
i think im gonna turn off my dms for now ....;0;2;10;-1
I hate talking in the morning i need complete silence for a couple of hours.;5;6;0;-1
You will go through tough days, not letter, you see, if has survived many.;0;7;0;0
I don't want to study now;0;4;4;4
Danny meet me at kwik trip in 25 minutes we will skip bowling and spend the day together I promise you'll have fun;7;4;4;4
Hot girl walk (left my car at the train station last night and need dunkin to operate);0;4;4;4
a minute ago i was thinking about suicide but now i'm really happy after thinking about cats&lt 3;0;1;0;0
i'm rewatching ps i hate you;6;5;5;5
i'm literally at work sleep walking;0;7;7;7
It isn't Monday for a Munday but I'm tempted to post ngl;3;7;3;3
I cannot wait to listen to the cover;3;0;3;3
Can't think of a better way to spend my morning... than reporting fraud on my IHG account.;3;5;5;5
In so much pain this morning so it's time to wake and bake;4;6;4;4
Watching Nadler getting laughed at is the highlight of my week. Arrest the violent protesters disrupting this meeting.;5;7;3;-1
i just can't gt school this morning;0;7;5;-1
My baby be in the kitchen looking for stuff I done ate up;0;3;3;3
eating a whole pack of curly tops to make my brain work;4;3;3;3
Layfeatte and my bed were sooo warm this morning. Almost didn't get up for work;7;4;0;-1
can someone give me a ride to school;3;4;3;3
Can't wait for the day i wake up to my man and make him breakfast and show him all the love he deserves;0;7;0;0
I been praying all morning that this presentation goes well.;4;5;5;5
Pulled up to work and it started hailing. Y'all I'm so over this Buffalo weather;0;4;4;4
I'm dragging this morning and I still haven't made it to the gym...I'm going though.;4;5;5;5
Me: I'm taking a break from anything related to Nct Dojaejung: Lol yeah okay, watch this;0;1;0;0
i just want to go home to my mom at this point. i'm tired of being heartbroken;0;10;10;10
going to be 10 min late to work because my lyft driver stopped at mcdonald's before picking me up;3;4;3;3
First day back, haven't even opened my laptop yet and I have a headache lol;7;5;5;5
I love my patio bro I can be out here allday it's a vibe;7;0;0;0
I hate driving in the rain so much. I legit almost called out this morning felt like I was driving through the deluge Noah built the ark for;4;0;0;0
The longer i go without talking to you the easier it gets to leave u alone all together.;10;0;0;0
progress is going slow but i did some of the script yesterday so that is cool;11;0;0;0
rather than grabbing an extension cord to charge the laptop while working, I've opted for laying on the floor as the laptop charges by the outlet;5;6;5;5
It's 8am and I've essentially already lived the whole day goodnight sorry plunkett;0;7;0;0
I CAN FINALLY CLOSE MY TABSSSSSS HOORRAYSYSYS;2;1;1;1
will be takin a break muna but dont overthink na Im ignoring y'all;0;7;7;7
yooo i got to get these shoes;4;10;0;-1
I'm actually stressed out rn .;0;5;5;5
i haven't been on here much and im not feeling very well but im here now crying coz of that bangtan bomb i hate this;0;4;4;4
didnt have the time to dwell on my emotions abt hobi's enlistment bc of work until today and now we're getting a bangtan bomb ya gurl's bawling;6;7;3;-1
EVERYONE, IM QUITING TWITTER SO COMMENT ON THIS TWEET IF U WANT MY DISCORD.. cuz imma miss alot of u guys :&lt ;5;8;8;8
Just saw a woman in the mall pulling out a wine bottle from her purse, wrapped in a plastic bag and just start drinking from it at 7am. .. I feel your energy, maam;0;1;0;0
Im happy cause today me and husband interact with each other. Longer than usual;0;7;0;0
I'm pretty positive that I had enough sleep, that's why I'm up before 6am...however I'm unsure if I should just get up or try and sleep a bit more.;0;5;5;5
Okay lemme answer a couple emails real quick.;2;3;3;3
Six o'clock already I was just in the middle of a dream;0;6;0;0
i am not ready to read the translations huhuhuhu maybe later;4;0;4;4
I'm wrapped up in this cover;0;4;4;4
Can't tell you how hard it is to come to work on a Monday after such an amazing weekend;4;7;7;7
I have a little audience.;4;0;4;4
To go get brunch or be responsible;0;4;4;4
Come hang with us this morning and get the day started with canna coffee and good vibes;5;4;5;5
I don't even know why I'm up;0;1;0;0
tweeted abt something in my circle a few days ago and talked about it in the dms with one of my moots last night and ,, i want to tweet about it but i feel like i'd get jumped LOOOL;0;1;0;0
RAAAAHHHH MY THERAPIST IS BACK SO HAPPY;0;4;11;-1
will interact later so say hi if u want me to bother u bwah;4;7;4;4
Someone is playing heatwaves on my bus and I literally freaked out for a second;0;4;2;-1
I woke up feeling so inspired, loving, carefree Then I remembered, I have work;7;0;0;0
also it went from 80 degrees in Chicago all week to 30 degrees and snow this morning so i'm pretty much done here;0;7;5;-1
managed to get the day off of school on thursday to watch the final;9;8;8;8
taking bad thoughts out of my mind thru grinding my assignments;6;5;5;5
If you don't solve that problem, it might not be solved by someone else, so keep trying. GM and have a great day.;6;7;6;6
I have morning wood like a zookeeper dude I'm so happy;0;5;0;0
Sorry, I just wake up. I will translate the spoilers.;3;5;3;3
Y'all ever had an outfit plan out in y'all head & how it would look on y'all... then y'all get up get dress & that outfit doesn't hit like u thought but u Dnt have time to change ! Ugh what a morning;0;6;0;0
My mind is trying to remember last night, dreams ... Now I am having a headache.;3;5;3;3
okay so now I see why people wake up at 6am. cause I woke up at like 7 and i've spent 45 mins trying to feel like getting dressed.;0;4;0;0
thinking about the exam tomorrow is awful. and I'll be stuck at work until 20 today haha;8;7;8;8
I feel like Checo always has a mess to clean up on his weekend.;9;0;0;0
I was waiting you for like a day and i think you're not even try to text me now;3;0;0;0
11 Thursday till until I go on a plane;8;9;9;9
Please realize you've got two old men in ref to see a sec, I love;1;0;0;0
need to wash n deep condition my hair;4;8;4;4
I just learned how to do those post thingings on my own AYEEE IM learning... good morning;6;0;0;0
Good morning, I deleted both of my betting apps ;6;0;0;0
McDonald's playing with me this morning , goin give me cold food ... Ite bet;3;0;0;0
I FIRFOT I NEED TO BRUSH MY HAIR;4;0;4;4
I need to dedicate a full day to sit down and play some video games! It's been too long!;10;7;7;7
you don't know how much i cried while watching the latest bangtan;0;5;0;0
but i miss screaming and fighting and kissing in the rain, its 2 am nd im cursing your name;2;0;0;0
turn off push notifications for EVERYTHING and thank me later;4;0;0;0
Twitter is being extra broken this morning, I see;5;6;5;5
i cannot find my frosted flakes;4;2;2;2
I have woken up just in time for the Sunbreak Announcement. Cant wait for them to say its Amatsu time.;3;7;3;3
im so late , i just figured out airplay & im fw itttt ;0;4;0;0
Woke up early! Outside with Charlie enjoying the sound of the rain as we listen music on the patio, so relaxing ;6;5;5;5
I need my Starbucks to start my day off.;4;3;4;4
i cant log in into my spotify tried changing password but didnt receive anything in my email;4;0;4;4
Back to work after 8 days off I'm not ready;7;8;5;-1
I've went through a few emotions in the span of 2-4 hours . It's safe to say, I won't be speaking much for the rest of this day ;7;6;7;7
Sunshine would be nice. Maybe that would cheer me up. But no: I'm looking out the window and it is still raining. I want spring!;11;5;5;5
i'm off break now y'all might get a little peace but i'll be around;6;7;6;6
im at the edge of my emotions;7;0;0;0
man they gotta get this power back on im trying cash my check;4;6;4;4
i want to skip these heavy days.;0;7;0;0
I Need To Leave The Grits Alone;0;3;0;0
eUGHHH WANTING TO POTATO BUT THINGS TO DO...;0;7;5;-1
Tank vs Garcia at my house, tap in.;5;9;5;5
i need to get some air goodbye;3;4;4;4
got my period the day i was gonna sleep over at my bfs amazing;0;9;9;9
soon as I take this quick weave out I'm getting my hair braided right back up;6;3;6;6
did a trach change this morning now i'm headed to work omggg;4;7;4;4
I'm absolutely raging today how these lot trying to make changes to MY TEAM, keep ur nose out and sort out the unfuctional parts of the business;0;7;4;-1
daily schedule: wake up start the day in the hope of being happy and productive the crushing weight of reality sets in try to fight it with "it is what it is" doesn't work try to fall asleep (I can't);0;7;0;0
